Datetime,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_9,EMA_21,EMA_50,WMA_21,HMA_21,VWAP_D,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,KCLe_20_2,KCBe_20_2,KCUe_20_2,DCL_20_20,DCM_20_20,DCU_20_20,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHk_14_3_3,STOCHd_14_3_3,STOCHh_14_3_3,ADX_14,ADXR_14_2,DMP_14,DMN_14,CCI_14_0.015,ROC_10,OBV,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
2025-11-07 18:10:00,664.510009765625,664.6749877929688,664.0499877929688,664.260009765625,604481,663.0607513427734,664.6395043945313,672.8939080810549,663.7176562581296,663.5709385983498,665.0052304348769,663.3383775851427,663.9249880360526,664.4046712698816,661.7313732399081,1.0,661.7313732399081,,661.3950389368144,663.0607513427734,664.7264637487324,0.5024313089217582,0.9350266041325512,661.7356842765419,663.5511885697242,665.3666928629066,661.2050170898438,662.9400024414062,664.6749877929688,56.301640444901075,-0.13637136557895246,0.3453747278611081,-0.4817460934400606,92.730788454006,87.21567821359187,5.515110240414131,27.15795692919987,29.072780719611337,20.727473022158247,21.51382097993083,-68720.67052242454,0.10092535596714157,-25480337.0,662.155546875,,0.06,0
2025-11-07 18:15:00,664.5800170898438,664.6799926757812,664.0,664.510009765625,507278,663.1620025634764,664.492705078125,672.8420080566407,663.8901284244726,663.6626730066674,664.9885554017384,663.475565064005,664.1470189267113,664.404816528527,661.7933298599324,1.0,661.7933298599324,,661.3833762437927,663.1620025634764,664.9406288831602,0.5364077895924185,0.8986263192763863,661.8770507014696,663.6491722383071,665.4212937751446,661.2050170898438,662.9425048828125,664.6799926757812,56.813779731848285,-0.04726293714645635,0.3475865250348834,-0.39484946218133976,94.68283987661393,92.69721763345952,1.9856222431544097,25.41892069451858,27.261377071053488,19.62529745077533,20.76073028360266,-77600.61132018878,0.15145309336918564,-24973059.0,662.3067133300782,,0.08,0
2025-11-07 18:20:00,665.1500244140625,665.1599731445312,664.4400024414062,664.5900268554688,703057,663.2590026855469,664.3679052734375,672.7954580688477,664.1421076223905,663.7978867709761,664.9948875198687,663.6589220715807,664.4250140988569,664.4114503755085,662.3085719390939,1.0,662.3085719390939,,661.2701694084084,663.2590026855469,665.2478359626854,0.599715426126348,0.9754098169647479,662.0516252068355,663.79211054076,665.5325958746844,661.2050170898438,663.1824951171875,665.1599731445312,60.838232915969876,0.06856063734255713,0.3707280796191175,-0.3021674422765604,97.2845138628678,94.89938073116258,2.385133131705217,24.070599936875603,25.614278433037736,22.31444758497219,19.5739297810077,-80268.2454720254,0.21243773170720046,-24270002.0,662.4965756777344,,0.1,0
2025-11-07 18:25:00,665.3099975585938,665.5750122070312,665.0598754882812,665.1599731445312,696641,663.3965026855468,664.2669055175779,672.7416079711915,664.3756856096312,663.9353513880322,665.0072447762893,663.8455881886669,664.7448044127096,664.4229063736539,662.9611716648707,1.0,662.9611716648707,,661.2381274988084,663.3965026855468,665.5548778722853,0.6507044212626891,0.9432720698430674,662.2638251034315,663.936671209125,665.6095173148186,661.2050170898438,663.3900146484375,665.5750122070312,61.9110171641186,0.1712856757527561,0.3787624944234532,-0.20747681867069712,96.39140195023748,96.11958522990639,0.2718167203310884,23.33998424642886,24.37945247047372,24.772180735338964,18.748110595594323,-72010.25264269607,0.31361928005330214,-23573361.0,662.7629154244141,,0.12000000000000001,0
2025-11-07 18:30:00,665.27001953125,665.6599731445312,665.22998046875,665.2999877929688,704093,663.5370025634764,664.1618054199218,672.6819000244141,664.554552393955,664.0566848555975,665.0175496686408,664.0195291362284,665.059806177709,664.435100625349,663.2410323603467,1.0,663.2410323603467,,661.2720970209585,663.5370025634764,665.8019081059944,0.6826764848886446,0.8825804068294492,662.4682259678368,664.0636567636132,665.6590875593895,661.2050170898438,663.4324951171875,665.6599731445312,61.457924573263895,0.24662715180454597,0.3632831763801945,-0.11665602457564851,93.85553663191435,95.84381748167321,-1.9882808497588655,22.765727155634625,23.418163546255116,24.588989835134843,18.06306174370478,-62451.0705493192,0.32422856042555986,-24277454.0,663.1003670383282,,0.14,0
2025-11-07 18:35:00,665.9749755859375,666.0,664.9600219726562,665.2899780273438,611464,663.7370025634764,664.0765051269531,672.6253747558594,664.8386370323515,664.231074921992,665.0550957830445,664.2458253010011,665.4150708694788,664.4482508705455,663.2410323603467,1.0,663.2410323603467,,661.3497416144876,663.7370025634764,666.1242635124652,0.7193394190074528,0.9687323820651209,662.6041110691143,664.245687127644,665.8872631861738,661.2050170898438,663.6025085449219,666.0,66.1608095174924,0.35908061858026485,0.3805893145247307,-0.021508695944465837,93.75175548284184,94.66623135499788,-0.9144758721560322,22.64385826752713,22.991921256977996,25.293467974447307,16.4933473843755,-55393.352492796075,0.5472937470546746,-23665990.0,663.4587118931966,,0.16,0
2025-11-07 18:40:00,665.72998046875,666.0900268554688,665.6099853515625,665.97998046875,495499,663.9420013427733,664.0653051757812,672.5689251708985,665.0169057196312,664.3673390626063,665.0815618491506,664.434632932985,665.7195800094273,664.4601398552727,663.6430167945197,1.0,663.6430167945197,,661.6131275604029,663.9420013427733,666.2708751251438,0.701529283479729,0.8838720542761157,662.8103764397641,664.3870483982256,665.9637203566871,661.2050170898438,663.6475219726562,666.0900268554688,63.271351202835724,0.42354932971340986,0.35604642052630053,0.06750290918710931,93.28814098671756,93.63181103382458,-0.3436700471070111,22.637933796114268,22.701830475874445,25.022669749951078,15.81036354393448,-49506.82223767473,0.4299383847671396,-24161489.0,663.8653179902851,,0.18,0
2025-11-07 18:45:00,664.8411865234375,665.9299926757812,664.6900024414062,665.72998046875,930390,664.0940612792967,664.07212890625,672.5049310302735,664.9817618803925,664.4104161045001,665.0721353657893,664.5263856830019,665.8545691763477,664.4713267615294,663.6430167945197,1.0,663.6430167945197,,661.9655471124274,664.0940612792967,666.222575446166,0.6410279178732555,0.6755039397364356,662.767598307852,664.4302996482458,666.0930009886395,661.4299926757812,663.760009765625,666.0900268554688,54.04918192105663,0.39833128918360217,0.26466270399719427,0.1336685851864079,86.64649577765789,91.2287974157391,-4.582301638081205,21.117251784953147,21.88055502624014,22.437974030003353,21.840923731104905,-50501.734412559716,0.1357327587910748,-25091879.0,664.2657655860181,,0.18,0
2025-11-07 18:50:00,664.8588256835938,664.864990234375,664.219970703125,664.864990234375,615983,664.2090026855469,664.0606994628906,672.4449502563476,664.9571746410328,664.4511806116903,665.063770280213,664.6058407738095,665.8608986700149,664.4731926916058,663.6430167945197,1.0,663.6430167945197,,662.1835071796645,664.2090026855469,666.2344981914293,0.6098970347263836,0.660410871354595,662.8439019567322,664.4711116516122,666.0983213464922,662.010009765625,664.0500183105469,666.0900268554688,54.1918838723646,0.37544128970193924,0.19341816361242506,0.18202312608951418,76.79676475134761,85.57713383857435,-8.780369087226745,20.14200602874448,21.389969912429372,21.210623810006105,24.632249307229877,-56060.28705018971,0.1202945709629972,-24475896.0,,666.0900268554688,0.02,1
2025-11-07 18:55:00,665.614990234375,666.02001953125,664.8200073242188,664.8499755859375,592065,664.3417510986329,664.0754992675782,672.3883251953124,665.0887377597013,664.5569814864798,665.0853867490038,664.7407963740361,665.854881126767,664.4833648278798,663.6430167945197,1.0,663.6430167945197,,662.3129112666413,664.3417510986329,666.3705909306245,0.6107819743788429,0.8137850301598729,662.8792413723112,664.5800524690181,666.2808635657251,662.010009765625,664.0500183105469,666.0900268554688,59.93589419477335,0.41354981507402044,0.185221351187605,0.22832846388641545,75.85730598730434,79.76685550543661,-3.909549518132266,19.606019659543044,20.361635722248096,28.622298716183025,22.199357727372092,-62450.84844286142,0.2039834475701896,-23883831.0,,666.0526257324219,0.02,0
